rnaseq_sample,guardian_dependence,executioner_deficiency,susceptibility_score,executioner_loss_call,executioner_loss_score
BA2622R,0.4582743988684583,0.5728429985855729,0.5123663541088628,False,0.0
BA2839R,0.3132956152758133,0.7072135785007072,0.4707089474481962,False,0.0
BA2052R,0.6548797736916548,0.17963224893917962,0.3429832744216735,False,0.0
BA3011R,0.6082036775106082,0.3196605374823197,0.4409293758095104,False,0.0
BA2868R,0.13295615275813297,0.13012729844413018,0.13153412093423109,False,0.0
BA2510R,0.4306930693069307,0.20792079207920788,0.2992491338555923,False,0.0
BA2065R,0.3316831683168317,0.8274398868458275,0.5238777369393977,False,0.0
BA2691R,0.6039603960396039,0.6280056577086279,0.6158656880723384,False,0.0
BA2374R,0.33734087694483733,0.23055162659123052,0.2788807772065769,False,0.0
BA2804R,0.64002828854314,0.9688826025459689,0.7874720781759311,False,0.0
BA2670R,0.6803394625176803,0.7821782178217822,0.7294838643218289,False,0.0
BA2675R,0.2446958981612447,0.02545968882602545,0.07892959789705066,False,0.0
BA2589R,0.6683168316831684,0.16548797736916554,0.33256337849651546,False,0.0
BA2031R,0.03536067892503536,0.1018387553041018,0.06000906205260657,False,0.0
BA2198R,0.016973125884016973,0.8599717114568599,0.12081559549681822,False,0.0
BA2066R,0.19872701555869873,0.23196605374823198,0.2147042653798821,False,0.0
BA2344R,0.47454031117397455,0.4837340876944838,0.4791151474332647,False,0.0
BA2459R,0.9971711456859972,0.05940594059405946,0.2433883519043846,False,0.0
BA2229R,0.5063649222065064,0.42008486562942005,0.4612117087678629,False,0.0
BA2559R,0.963932107496464,0.45120226308345124,0.6594909767094658,False,0.0
BA2093R,0.42503536067892506,0.9929278642149929,0.6496379398517101,True,0.5
BA2000R,0.16124469589816123,0.12729844413012725,0.14326967198982288,False,0.0
BA2425R,0.7934936350777935,0.942008486562942,0.8645679489068281,False,0.0
BA2905R,0.2333804809052334,0.2545968882602546,0.24375796237077915,False,0.0
BA2304R,0.37906647807637905,0.1089108910891089,0.2031857965245322,False,0.0
BA2976R,0.34582743988684583,0.7623762376237624,0.5134692030570006,False,0.0
BA2386R,0.35007072135785006,0.695898161244696,0.49357225539786187,False,0.0
BA2035R,0.11598302687411598,0.4016973125884017,0.215847330771545,False,0.0
BA2760R,0.6626591230551626,0.7383309759547383,0.699472484841705,False,0.0
BA2201R,0.5063649222065064,0.14002828854313998,0.2662807042105329,False,0.0
BA2355R,0.8394625176803394,0.8161244695898161,0.8277112431170659,False,0.0
BA2113R,0.18246110325318246,0.8486562942008486,0.3935057353109917,False,0.0
BA2155R,0.5127298444130127,0.06364922206506363,0.18065119907276944,False,0.0
BA2955R,0.3026874115983027,0.5954738330975955,0.42454968285800293,False,0.0
BA2502R,0.9483734087694484,0.3507779349363508,0.5767741896762499,False,0.0
BA2322R,0.6803394625176803,0.3606789250353607,0.4953626005261318,False,0.0
BA2376R,0.28854314002828857,0.36209335219236205,0.32323296989161415,False,0.0
BA2020R,0.34582743988684583,0.24328147100424324,0.29005759477955984,False,0.0
BA2226R,0.3613861386138614,0.8048090523338048,0.539302174800357,False,0.0
BA2200R,0.6626591230551626,0.8741159830268741,0.761078794055576,False,0.0
BA2121R,0.5240452616690241,0.5261669024045261,0.5251050104999568,False,0.0
BA2944R,0.028288543140028287,0.21216407355021216,0.07747136598375758,False,0.0
BA2033R,0.7432814710042432,0.04950495049504955,0.19182312797458148,False,0.0
BA2867R,0.47454031117397455,0.6350777934936351,0.5489717786408977,False,0.0
BA2089R,0.08062234794908062,0.71004243281471,0.23925987561018092,False,0.0
BA2224R,0.18528995756718528,0.8359264497878359,0.3935591142515645,False,0.0
BA2046R,0.26308345120226306,0.20226308345120225,0.23067741555070714,False,0.0
BA2972R,0.272984441301273,0.42291371994342286,0.3397776707751678,False,0.0
